key,context,english,arabic,french
onboard_get_started,Button,Get Started,ابدأ الآن,Commencer
onboard_restore_cloud,Button,Restore from Cloud,الاستعادة من السحابة,Restaurer depuis le cloud
onboard_join_household,Button / sheet title,Join a Household,الانضمام لأسرة,Rejoindre un foyer
onboard_setup_title,Setup page title,Set up your household,إعداد أسرتك,Configurer votre foyer
onboard_change_later,Subtitle,You can change everything later in Settings.,يمكنك تغيير كل شيء لاحقاً من الإعدادات.,Vous pourrez tout modifier plus tard dans les Paramètres.
onboard_household_section,Section,HOUSEHOLD,الأسرة,FOYER
onboard_household_name,Field label,Household name,اسم الأسرة,Nom du foyer
onboard_base_currency,Field label,Base currency,العملة الأساسية,Devise de base
onboard_period_start,Field label,Period start day,يوم بداية الفترة,Jour de début de période
onboard_first_account_section,Section,FIRST ACCOUNT,الحساب الأول,PREMIER COMPTE
onboard_account_name,Field label,Account name,اسم الحساب,Nom du compte
onboard_type_cash,Chip,Cash,نقدي,Espèces
onboard_type_bank,Chip,Bank,بنك,Banque
onboard_type_credit,Chip,Credit,ائتمان,Crédit
onboard_type_digital,Chip,Digital,رقمي,Numérique
onboard_categories_section,Section,CATEGORIES,الفئات,CATÉGORIES
onboard_full_set,Toggle title,Full set,مجموعة كاملة,Jeu complet
onboard_full_set_sub,Toggle subtitle,30 categories with subcategories,30 فئة مع فئات فرعية,30 catégories avec sous-catégories
onboard_empty,Toggle title,Empty,فارغ,Vide
onboard_empty_sub,Toggle subtitle,Create your own from scratch,أنشئ فئاتك من الصفر,Créez les vôtres à partir de zéro
onboard_entry_section,Section,TRANSACTION ENTRY,إدخال المعاملات,SAISIE DES TRANSACTIONS
onboard_assisted,Toggle title,Assisted,مساعَد,Assisté
onboard_assisted_sub,Toggle subtitle,"Step-by-step, fast for daily use","خطوة بخطوة، سريع للاستخدام اليومي","Étape par étape, rapide pour l'utilisation quotidienne"
onboard_classic,Toggle title,Classic form,النموذج الكلاسيكي,Formulaire classique
onboard_classic_sub,Toggle subtitle,"All fields at once, for complex entries","جميع الحقول دفعة واحدة، للإدخالات المعقدة","Tous les champs à la fois, pour les saisies complexes"
onboard_create_start,Button,Create & Start,إنشاء وبدء,Créer et commencer
onboard_all_set,Done page title,You're all set!,أنت جاهز!,Vous êtes prêt !
onboard_done_subtitle,Done page subtitle,"Start tracking your expenses.\nYour financial clarity begins now.","ابدأ تتبع مصاريفك.\nوضوحك المالي يبدأ الآن.","Commencez à suivre vos dépenses.\nVotre clarté financière commence maintenant."
onboard_start_using,Button,Start Using Pocket Plan,ابدأ استخدام Pocket Plan,Commencer à utiliser Pocket Plan
onboard_restore_title,Sheet title,Restore from Cloud,الاستعادة من السحابة,Restaurer depuis le cloud
onboard_restore_desc,Sheet description,"Choose where your backup is stored. This will replace any local data.",اختر مكان النسخة الاحتياطية. سيتم استبدال أي بيانات محلية.,Choisissez où votre sauvegarde est stockée. Cela remplacera les données locales.
onboard_google_drive,Button,Google Drive,Google Drive,Google Drive
onboard_pick_file,Button,Pick a File,اختر ملفاً,Choisir un fichier
onboard_join_desc,Sheet description,"Enter the invite code shared with you to join an existing PocketPlan household.",أدخل رمز الدعوة المُشارَك لك للانضمام لأسرة PocketPlan موجودة.,Entrez le code d'invitation partagé avec vous pour rejoindre un foyer PocketPlan existant.
onboard_invite_code,Field label,Invite code,رمز الدعوة,Code d'invitation
onboard_invite_hint,Field hint,PP-...,PP-...,PP-...
onboard_join_button,Button,Join Household,الانضمام للأسرة,Rejoindre le foyer
onboard_enter_code_error,Validation,Please enter an invite code,الرجاء إدخال رمز الدعوة,Veuillez saisir un code d'invitation
onboard_invalid_code_error,Validation,Invalid invite code. It should start with PP-,رمز دعوة غير صالح. يجب أن يبدأ بـ PP-,Code d'invitation invalide. Il doit commencer par PP-
# ──────────────────────────────────────────────
# LOCK SCREEN
# ──────────────────────────────────────────────
lock_setup_reason,Biometric reason,Set up a screen lock to protect Pocket Plan,أعدّ قفل الشاشة لحماية Pocket Plan,Configurez un verrouillage d'écran pour protéger Pocket Plan
lock_unlock_reason,Biometric reason,Unlock Pocket Plan,فتح Pocket Plan,Déverrouiller Pocket Plan
lock_failed,Snackbar,Unlock failed: {error},فشل الفتح: {error},Échec du déverrouillage : {error}
lock_tap_to_unlock,Instruction,Tap to unlock,اضغط للفتح,Appuyez pour déverrouiller
lock_unlock_button,Button,Unlock,فتح,Déverrouiller
# ──────────────────────────────────────────────
# REPORTS
# ──────────────────────────────────────────────
reports_title,Screen title,Reports,التقارير,Rapports
reports_overview_tab,Tab,Overview,نظرة عامة,Aperçu
reports_categories_tab,Tab,Categories,الفئات,Catégories
reports_insights_tab,Tab,Insights,رؤى,Analyses
reports_balance_tab,Tab,Balance Sheet,الميزانية العمومية,Bilan
reports_hint_title,Hint title,Explore your spending patterns,استكشف أنماط إنفاقك,Explorez vos habitudes de dépenses
reports_hint_body,Hint body,"Switch between tabs to see different views. The Insights tab shows your financial health.",تنقل بين علامات التبويب لعرض مختلف. علامة الرؤى تُظهر صحتك المالية.,Basculez entre les onglets pour différentes vues. L'onglet Analyses montre votre santé financière.
reports_daily_pace,Summary label,Daily pace,السرعة اليومية,Rythme quotidien
reports_projected_total,Summary label,Projected total,الإجمالي المتوقع,Total projeté
reports_less_than_last,Comparison,{pct}% less than last month,{pct}% أقل من الشهر الماضي,{pct}% de moins que le mois dernier
reports_more_than_last,Comparison,{pct}% more than last month,{pct}% أكثر من الشهر الماضي,{pct}% de plus que le mois dernier
reports_same_as_last,Comparison,Same as last month,مثل الشهر الماضي,Identique au mois dernier
reports_spending_activity,Section title,Spending Activity,نشاط الإنفاق,Activité de dépenses
reports_heatmap_none,Legend,None,لا شيء,Aucun
reports_heatmap_help,Help text,"Each square is one day. Darker = higher amount. Scroll left to see past months.",كل مربع يمثل يوماً. أغمق = مبلغ أعلى. مرر لليسار لرؤية الأشهر السابقة.,Chaque carré est un jour. Plus sombre = montant plus élevé. Faites défiler à gauche pour les mois précédents.
reports_6_month_trend,Toggle / title,6-Month Trend,اتجاه 6 أشهر,Tendance sur 6 mois
reports_daily_pace_toggle,Toggle,Daily Pace,السرعة اليومية,Rythme quotidien
reports_no_spending,Empty state,No spending this month,لا إنفاق هذا الشهر,Aucune dépense ce mois-ci
reports_top_spending,Toggle,TOP SPENDING,أعلى إنفاق,TOP DÉPENSES
reports_top_transactions,Toggle,TOP TRANSACTIONS,أعلى معاملات,TOP TRANSACTIONS
reports_no_expenses,Empty state,No expenses this period,لا مصاريف في هذه الفترة,Aucune dépense pour cette période
reports_no_note,Fallback,No note,بدون ملاحظة,Aucune note
reports_new_badge,Badge,NEW,جديد,NOUVEAU
reports_current_legend,Legend,Current,الحالي,Actuel
reports_typical_legend,Legend,Typical,المعتاد,Typique
reports_velocity_title,Card title,Spending Velocity,سرعة الإنفاق,Vélocité des dépenses
reports_projected,Label,Projected,المتوقع,Projeté
reports_budget,Label,Budget,الميزانية,Budget
reports_daily_rate,Stat label,Daily rate,المعدل اليومي,Taux quotidien
reports_day,Stat label,Day,يوم,Jour
reports_biggest_expense,Card label,Biggest Expense,أكبر مصروف,Plus grosse dépense
reports_savings_rate,Card label,Savings Rate,معدل الادخار,Taux d'épargne
reports_recurring_title,Card title,Recurring Transactions,المعاملات المتكررة,Transactions récurrentes
reports_age_title,Card title,Age of Money,عمر المال,Âge de l'argent
reports_age_excellent,Rating,Excellent,ممتاز,Excellent
reports_age_getting_there,Rating,Getting there,في التقدم,En bonne voie
reports_age_needs_work,Rating,Needs work,يحتاج عملاً,À améliorer
reports_age_excellent_desc,Description,You're spending last month's income -- a sign of financial stability.,تنفق دخل الشهر الماضي — علامة على الاستقرار المالي.,Vous dépensez les revenus du mois dernier — signe de stabilité financière.
reports_age_getting_desc,Description,"You're building a buffer but not quite there yet. Keep it up!","تبني احتياطياً لكنك لم تصل بعد. واصل!","Vous construisez un tampon mais n'y êtes pas encore. Continuez !"
reports_age_needs_desc,Description,"You're living paycheck to paycheck. Try to build up a buffer over time.",تعيش من راتب لراتب. حاول بناء احتياطي مع الوقت.,Vous vivez au jour le jour. Essayez de constituer un tampon avec le temps.
reports_age_goal,Goal text,Goal: 30+ days,الهدف: 30+ يوم,Objectif : 30+ jours
reports_age_explanation,Explanation,"Age of Money measures how many days your money sits before you spend it. It traces each expense back to the income that funded it (oldest income first).",يقيس عمر المال عدد الأيام التي يبقى فيها مالك قبل إنفاقه. يتتبع كل مصروف إلى الدخل الذي موّله (الأقدم أولاً).,"L'Âge de l'argent mesure combien de jours votre argent reste avant d'être dépensé. Il retrace chaque dépense jusqu'au revenu qui l'a financée (le plus ancien d'abord)."
reports_tips_section,Section header,TIPS,نصائح,CONSEILS
reports_net_worth,Section title,NET WORTH,صافي الثروة,PATRIMOINE NET
reports_assets,Section header,ASSETS,الأصول,ACTIFS
reports_liabilities,Section header,LIABILITIES,الالتزامات,PASSIFS
reports_compare_to,Sheet title,Compare balances to:,مقارنة الأرصدة بـ:,Comparer les soldes à :
reports_end_last_week,Compare option,End of Last Week,نهاية الأسبوع الماضي,Fin de la semaine dernière
reports_end_last_month,Compare option,End of Last Month,نهاية الشهر الماضي,Fin du mois dernier
reports_same_time_last_month,Compare option,Same Time Last Month,نفس الوقت الشهر الماضي,Même période le mois dernier
reports_end_last_quarter,Compare option,End of Last Quarter,نهاية الربع الماضي,Fin du dernier trimestre
reports_end_last_year,Compare option,End of Last Year,نهاية السنة الماضية,Fin de l'année dernière
reports_same_time_last_year,Compare option,Same Time Last Year,نفس الوقت السنة الماضية,Même période l'année dernière
reports_custom,Compare option,Custom...,مخصص...,Personnalisé...
# ──────────────────────────────────────────────
# WEB COMPANION — Phone UI
# ──────────────────────────────────────────────
wc_title,AppBar title,Web Companion,المرافق الإلكتروني,Compagnon Web
wc_stopped,Status,Server stopped,الخادم متوقف,Serveur arrêté
wc_starting,Status,Starting...,جارٍ البدء...,Démarrage...
wc_running,Status,Server running,الخادم يعمل,Serveur en marche
wc_error,Status,Error,خطأ,Erreur
wc_no_wifi,Status,No WiFi,بدون WiFi,Pas de WiFi
wc_auto_stop,Subtitle,Stops automatically after 6 hours,يتوقف تلقائياً بعد 6 ساعات,S'arrête automatiquement après 6 heures
wc_stop_button,Button,Stop Server,إيقاف الخادم,Arrêter le serveur
wc_start_button,Button,Start Server,تشغيل الخادم,Démarrer le serveur
wc_open_on_laptop,Card title,Open on your laptop,افتح على حاسوبك,Ouvrez sur votre ordinateur
wc_url_copied,Snackbar,URL copied to clipboard,تم نسخ الرابط,URL copiée dans le presse-papiers
wc_copy_url,Tooltip,Copy URL,نسخ الرابط,Copier l'URL
wc_hide_qr,Toggle,Hide QR code,إخفاء رمز QR,Masquer le code QR
wc_show_qr,Toggle,Show QR code,إظهار رمز QR,Afficher le code QR
wc_security_title,Card title,Security,الأمان,Sécurité
wc_pin_required,Description,A PIN is required to access the web interface.,مطلوب رمز PIN للوصول إلى واجهة الويب.,Un code PIN est requis pour accéder à l'interface web.
wc_pin_is_set,Status,PIN is set,تم تعيين الـ PIN,PIN défini
wc_no_pin,Status,No PIN set,لم يتم تعيين PIN,Pas de PIN défini
wc_change_pin,Button,Change PIN,تغيير الـ PIN,Changer le PIN
wc_set_pin,Button,Set PIN,تعيين PIN,Définir le PIN
wc_set_pin_title,Sheet title,Set Web PIN,تعيين PIN الويب,Définir le PIN Web
wc_set_pin_subtitle,Sheet subtitle,"This PIN protects your budget data. Anyone on the same WiFi will need it to access the web interface.",يحمي هذا الـ PIN بياناتك المالية. أي شخص على نفس شبكة WiFi سيحتاجه للوصول.,Ce PIN protège vos données budgétaires. Toute personne sur le même WiFi en aura besoin.
wc_change_pin_title,Sheet title,Change PIN,تغيير الـ PIN,Changer le PIN
wc_change_pin_subtitle,Sheet subtitle,Enter a new 4-digit PIN for your web interface.,أدخل رمز PIN جديداً من 4 أرقام لواجهة الويب.,Entrez un nouveau code PIN à 4 chiffres pour votre interface web.
wc_4_digit_pin,Field label,4-digit PIN,PIN من 4 أرقام,PIN à 4 chiffres
wc_enter_4_digits_error,Validation,Enter exactly 4 digits,أدخل 4 أرقام بالضبط,Entrez exactement 4 chiffres
wc_update_pin,Button,Update PIN,تحديث الـ PIN,Mettre à jour le PIN
wc_pin_updated,Snackbar,PIN updated. All active sessions signed out.,تم تحديث الـ PIN. تم تسجيل خروج جميع الجلسات.,PIN mis à jour. Toutes les sessions actives déconnectées.
wc_ios_warning,Warning banner,"Keep PocketPlan in the foreground while the server is running. iOS does not support background servers — locking your screen will stop it.",أبقِ PocketPlan في المقدمة أثناء تشغيل الخادم. iOS لا يدعم الخوادم في الخلفية — قفل الشاشة سيوقفه.,Gardez PocketPlan au premier plan pendant le fonctionnement du serveur. iOS ne supporte pas les serveurs en arrière-plan — verrouiller l'écran l'arrêtera.
wc_no_wifi_title,Banner title,No WiFi Connection,لا اتصال WiFi,Pas de connexion WiFi
wc_no_wifi_desc,Banner description,"Connect your phone to a WiFi network to use Web Companion. The server needs WiFi to let your laptop access the budget.",اربط هاتفك بشبكة WiFi لاستخدام المرافق الإلكتروني. يحتاج الخادم WiFi ليتيح لحاسوبك الوصول.,Connectez votre téléphone au WiFi pour utiliser le Compagnon Web. Le serveur a besoin du WiFi pour que votre ordinateur accède au budget.
wc_public_network,Banner title,Public Network Detected,شبكة عامة مكتشفة,Réseau public détecté
wc_network_security,Banner title,Network Security,أمان الشبكة,Sécurité du réseau
wc_security_warning,Warning title,Security Warning,تحذير أمني,Avertissement de sécurité
wc_info_1,Info bullet,Only accessible on the same WiFi network,يمكن الوصول فقط من نفس شبكة WiFi,Accessible uniquement sur le même réseau WiFi
wc_info_2,Info bullet,Server stops automatically after 6 hours,الخادم يتوقف تلقائياً بعد 6 ساعات,Le serveur s'arrête automatiquement après 6 heures
wc_info_3,Info bullet,5 failed PIN attempts locks the interface for 30 minutes,5 محاولات PIN فاشلة تقفل الواجهة لمدة 30 دقيقة,5 tentatives de PIN échouées verrouillent l'interface pendant 30 minutes
wc_info_4,Info bullet,Use only on trusted private networks — traffic is not encrypted,استخدم فقط على الشبكات الخاصة الموثوقة — حركة البيانات غير مشفرة,Utilisez uniquement sur des réseaux privés de confiance — le trafic n'est pas chiffré
wc_notif_permission,Snackbar,Notification permission is needed to keep the server running in the background.,يلزم إذن الإشعارات لإبقاء الخادم يعمل في الخلفية.,L'autorisation de notification est nécessaire pour maintenir le serveur en arrière-plan.
wc_foreground_channel,Notification channel name,Web Companion,المرافق الإلكتروني,Compagnon Web
wc_foreground_channel_desc,Notification channel description,PocketPlan Web Companion server is running,خادم المرافق الإلكتروني PocketPlan يعمل,Le serveur Compagnon Web PocketPlan est en marche
# ──────────────────────────────────────────────
# WEB SPA — Auth
# ──────────────────────────────────────────────
web_page_title,Browser tab title,PocketPlan Web,PocketPlan Web,PocketPlan Web
web_auth_subtitle,Auth screen,Enter your PIN to continue,أدخل رمز PIN للمتابعة,Entrez votre PIN pour continuer
web_auth_lockout,Auth error,Too many attempts. Try again later.,محاولات كثيرة جداً. أعد المحاولة لاحقاً.,Trop de tentatives. Réessayez plus tard.
web_auth_incorrect,Auth error,Incorrect PIN,رمز PIN غير صحيح,PIN incorrect
# ──────────────────────────────────────────────
# WEB SPA — Toast / Modal
# ──────────────────────────────────────────────
web_server_unreachable,Toast error,Server unreachable,الخادم غير قابل للوصول,Serveur injoignable
web_unexpected_response,Toast error,Unexpected server response,استجابة غير متوقعة من الخادم,Réponse inattendue du serveur
web_unexpected_error,Toast error,Unexpected error,خطأ غير متوقع,Erreur inattendue
web_undo,Toast button,Undo,تراجع,Annuler
web_saving,Modal button,Saving…,جارٍ الحفظ…,Enregistrement…
# ──────────────────────────────────────────────
# WEB SPA — Dashboard
# ──────────────────────────────────────────────
web_dash_no_accounts,Empty state,No accounts yet.,لا حسابات بعد.,Aucun compte pour le moment.
web_dash_unallocated,Banner label,Unallocated,غير موزع,Non affecté
web_dash_no_envelopes,Empty state,No envelopes yet.,لا أظرف بعد.,Aucune enveloppe pour le moment.
web_dash_fallback_tx,Fallback title,Transaction,معاملة,Transaction
web_dash_no_tx_title,Empty title,No transactions yet,لا معاملات بعد,Aucune transaction
web_dash_no_tx_sub,Empty subtitle,Add your first transaction to get started,أضف أول معاملة للبدء,Ajoutez votre première transaction pour commencer
web_dash_see_all,Button,See all,عرض الكل,Voir tout
web_dash_recent,Card title,Recent Transactions,المعاملات الأخيرة,Transactions récentes
web_dash_view_all,Button,View all,عرض الكل,Voir tout
# ──────────────────────────────────────────────
# WEB SPA — Transactions
# ──────────────────────────────────────────────
web_tx_no_rate,Warning,No rate,بدون سعر,Pas de taux
web_tx_no_found,Empty state,No transactions found,لا معاملات موجودة,Aucune transaction trouvée
web_tx_csv,Button,CSV,CSV,CSV
web_tx_csv_tooltip,Tooltip,Export CSV,تصدير CSV,Exporter CSV
web_tx_add,Button,+ Add,+ إضافة,+ Ajouter
web_tx_search,Placeholder,Search by title…,البحث بالعنوان…,Rechercher par titre…
web_tx_th_date,Table header,Date,التاريخ,Date
web_tx_th_type,Table header,Type,النوع,Type
web_tx_th_title,Table header,Title,العنوان,Titre
web_tx_th_account,Table header,Account,الحساب,Compte
web_tx_th_category,Table header,Category,الفئة,Catégorie
web_tx_th_amount,Table header,Amount,المبلغ,Montant
web_tx_prev,Pagination,← Prev,→ السابق,← Préc.
web_tx_page_n,Pagination,Page {page},صفحة {page},Page {page}
web_tx_next,Pagination,Next →,التالي ←,Suiv. →
web_tx_csv_exported,Toast,CSV exported,تم تصدير CSV,CSV exporté
web_tx_edit,Button,Edit,تعديل,Modifier
web_tx_del,Button,Del,حذف,Suppr.
# ──────────────────────────────────────────────
# WEB SPA — Transaction form
# ──────────────────────────────────────────────
web_form_type,Label,Type,النوع,Type
web_form_from_account,Label,From Account,من حساب,Compte source
web_form_account,Label,Account,الحساب,Compte
web_form_select_account,Default option,Select account,اختر حساباً,Sélectionner un compte
web_form_to_account,Label,To Account,إلى حساب,Compte destination
web_form_category,Label,Category,الفئة,Catégorie
web_form_none,Default option,— None —,— لا شيء —,— Aucun —
web_form_amount,Label,Amount,المبلغ,Montant
web_form_amount_placeholder,Placeholder,0.00,0.00,0.00
web_form_currency,Label,Currency,العملة,Devise
web_form_currency_placeholder,Placeholder,USD,USD,USD
web_form_exchange_rate,Label,Exchange Rate,سعر الصرف,Taux de change
web_form_rate_placeholder,Placeholder,Rate to base currency,سعر الصرف للعملة الأساسية,Taux vers la devise de base
web_form_date,Label,Date,التاريخ,Date
web_form_title_note,Label,Title / Note,العنوان / الملاحظة,Titre / Note
web_form_optional,Placeholder,Optional,اختياري,Optionnel
web_form_rate_hint,Hint,1 {txCur} = ? {baseCur},1 {txCur} = ؟ {baseCur},1 {txCur} = ? {baseCur}
# ──────────────────────────────────────────────
# WEB SPA — Transaction validation & CRUD
# ──────────────────────────────────────────────
web_val_select_account,Validation,Select an account,اختر حساباً,Sélectionnez un compte
web_val_valid_amount,Validation,Enter a valid amount,أدخل مبلغاً صالحاً,Saisissez un montant valide
web_val_select_dest,Validation,Select destination account,اختر حساب الوجهة,Sélectionnez le compte de destination
web_val_accounts_differ,Validation,From and To accounts must differ,يجب أن يختلف حساب المصدر عن الوجهة,Les comptes source et destination doivent différer
web_modal_add_tx,Modal title,Add Transaction,إضافة معاملة,Ajouter une transaction
web_toast_tx_added,Toast,Transaction added,تمت إضافة المعاملة,Transaction ajoutée
web_modal_edit_tx,Modal title,Edit Transaction,تعديل المعاملة,Modifier la transaction
web_toast_tx_updated,Toast,Transaction updated,تم تحديث المعاملة,Transaction mise à jour
web_toast_tx_deleted,Toast,Transaction deleted,تم حذف المعاملة,Transaction supprimée
web_toast_no_lines,Toast,No line details available,لا تفاصيل خطوط متاحة,Aucun détail de ligne disponible
# ──────────────────────────────────────────────
# WEB SPA — Transaction detail lines
# ──────────────────────────────────────────────
web_tx_lines_header,Section header,Transaction Lines ({count}),سطور المعاملة ({count}),Lignes de transaction ({count})
web_th_line_amount,Table header,Amount,المبلغ,Montant
web_th_line_currency,Table header,Currency,العملة,Devise
web_th_line_category,Table header,Category,الفئة,Catégorie
web_th_line_account,Table header,Account,الحساب,Compte
web_th_line_note,Table header,Note,ملاحظة,Note
web_th_line_rate,Table header,Rate,السعر,Taux
# ──────────────────────────────────────────────
# WEB SPA — Categories
# ──────────────────────────────────────────────
web_cat_sub_singular,Count,1 sub-category,فئة فرعية واحدة,1 sous-catégorie
web_cat_sub_plural,Count,{count} sub-categories,{count} فئات فرعية,{count} sous-catégories
web_cat_section_expense,Section,Expense,مصروف,Dépense
web_cat_section_income,Section,Income,دخل,Revenu
web_cat_empty_title,Empty title,No categories yet,لا فئات بعد,Aucune catégorie
web_cat_empty_sub,Empty subtitle,Add your first category to get started,أضف أول فئة للبدء,Ajoutez votre première catégorie pour commencer
# ──────────────────────────────────────────────
# WEB SPA — Category form
# ──────────────────────────────────────────────
web_cat_form_name,Label,Name,الاسم,Nom
web_cat_form_name_hint,Placeholder,e.g. Groceries,مثل: بقالة,ex. Courses
web_cat_form_parent,Label,Parent Category,الفئة الأم,Catégorie parente
web_cat_form_none,Default option,— None (top-level) —,— لا شيء (مستوى أعلى) —,— Aucune (niveau supérieur) —
web_cat_form_icon,Label,Icon (emoji),الأيقونة (إيموجي),Icône (émoji)
web_cat_form_color,Label,Color,اللون,Couleur
web_cat_form_type,Label,Transaction Type,نوع المعاملة,Type de transaction
web_modal_add_cat,Modal title,Add Category,إضافة فئة,Ajouter une catégorie
web_val_name_required,Validation,Name is required,الاسم مطلوب,Le nom est requis
web_toast_cat_added,Toast,Category added,تمت إضافة الفئة,Catégorie ajoutée
web_toast_cat_not_found,Toast,Category not found,الفئة غير موجودة,Catégorie introuvable
web_modal_edit_cat,Modal title,Edit Category,تعديل الفئة,Modifier la catégorie
web_toast_cat_updated,Toast,Category updated,تم تحديث الفئة,Catégorie mise à jour
# ──────────────────────────────────────────────
# WEB SPA — Accounts
# ──────────────────────────────────────────────
web_acct_empty_title,Empty title,No accounts yet,لا حسابات بعد,Aucun compte
web_acct_empty_sub,Empty subtitle,Add your first account to get started,أضف أول حساب للبدء,Ajoutez votre premier compte pour commencer
web_acct_type_bank,Group label,Bank Accounts,حسابات بنكية,Comptes bancaires
web_acct_type_cash,Group label,Cash,نقدي,Espèces
web_acct_type_credit,Group label,Credit Cards,بطاقات ائتمان,Cartes de crédit
web_acct_type_wallet,Group label,Wallets,محافظ,Portefeuilles
web_acct_net_worth,Card title,Net Worth · {cur},صافي الثروة · {cur},Patrimoine net · {cur}
web_acct_count_singular,Count,1 account,حساب واحد,1 compte
web_acct_count_plural,Count,{count} accounts,{count} حسابات,{count} comptes
web_acct_tx_empty,Empty state,No transactions for this account,لا معاملات لهذا الحساب,Aucune transaction pour ce compte
web_acct_back,Button,← Back,→ رجوع,← Retour
# ──────────────────────────────────────────────
# WEB SPA — Account form
# ──────────────────────────────────────────────
web_acct_form_name_hint,Placeholder,e.g. Checking,مثل: حساب جاري,ex. Compte courant
web_acct_form_type,Label,Type,النوع,Type
web_acct_form_type_bank,Option,Bank,بنك,Banque
web_acct_form_type_cash,Option,Cash,نقدي,Espèces
web_acct_form_type_credit,Option,Credit,ائتمان,Crédit
web_acct_form_type_wallet,Option,Wallet,محفظة,Portefeuille
web_acct_form_opening,Label,Opening Balance,الرصيد الافتتاحي,Solde d'ouverture
web_modal_add_acct,Modal title,Add Account,إضافة حساب,Ajouter un compte
web_toast_acct_added,Toast,Account added,تمت إضافة الحساب,Compte ajouté
# ──────────────────────────────────────────────
# WEB SPA — Envelopes
# ──────────────────────────────────────────────
web_env_empty_title,Empty title,No envelopes,لا أظرف,Aucune enveloppe
web_env_empty_sub,Empty subtitle,Envelopes are managed in the PocketPlan app.,الأظرف تُدار من تطبيق PocketPlan.,Les enveloppes sont gérées dans l'application PocketPlan.
web_env_unallocated,Label,Unallocated:,غير موزع:,Non affecté :
web_env_fund,Button,+ Fund,+ تمويل,+ Financer
web_modal_fund,Modal title,Fund Envelope,تمويل الظرف,Financer l'enveloppe
web_form_amount_to_fund,Label,Amount to Fund,المبلغ للتمويل,Montant à financer
web_form_note,Label,Note,ملاحظة,Note
web_toast_env_funded,Toast,Envelope funded,تم تمويل الظرف,Enveloppe financée
web_btn_fund_confirm,Button,Fund,تمويل,Financer
# ──────────────────────────────────────────────
# WEB SPA — Recurring
# ──────────────────────────────────────────────
web_recurring_empty,Empty state,No recurring transactions,لا معاملات متكررة,Aucune transaction récurrente
web_th_service,Table header,Service,الخدمة,Service
web_th_frequency,Table header,Frequency,التكرار,Fréquence
web_th_next_due,Table header,Next Due,الاستحقاق التالي,Prochaine échéance
web_th_on,Table header,On,مفعّل,Actif
web_toggle_enabled,Toggle title,Enabled,مفعّل,Activé
web_toggle_disabled,Toggle title,Disabled,معطل,Désactivé
web_form_title_label,Label,Title,العنوان,Titre
web_form_title_hint,Placeholder,e.g. Netflix,مثل: Netflix,ex. Netflix
web_form_frequency,Label,Frequency,التكرار,Fréquence
web_form_every,Label,Every,كل,Chaque
web_form_start_date,Label,Start Date,تاريخ البدء,Date de début
web_modal_add_recurring,Modal title,Add Recurring,إضافة متكررة,Ajouter un récurrent
web_toast_recurring_added,Toast,Recurring added,تمت إضافة المتكررة,Récurrent ajouté
web_modal_edit_recurring,Modal title,Edit Recurring,تعديل المتكررة,Modifier le récurrent
web_toast_updated,Toast,Updated,تم التحديث,Mis à jour
web_toast_not_found,Toast,Not found,غير موجود,Introuvable
web_val_select_start_date,Validation,Select a start date,اختر تاريخ البدء,Sélectionnez une date de début
web_confirm_delete_recurring,Dialog title,Delete Recurring,حذف المتكررة,Supprimer le récurrent
web_confirm_delete_recurring_msg,Dialog content,This recurring transaction will be permanently deleted.,سيتم حذف هذه المعاملة المتكررة نهائياً.,Cette transaction récurrente sera supprimée définitivement.
web_toast_deleted,Toast,Deleted,تم الحذف,Supprimé
# ──────────────────────────────────────────────
# WEB SPA — Subscriptions
# ──────────────────────────────────────────────
web_sub_empty,Empty state,No subscriptions yet,لا اشتراكات بعد,Aucun abonnement
web_modal_add_sub,Modal title,Add Subscription,إضافة اشتراك,Ajouter un abonnement
web_toast_sub_added,Toast,Subscription added,تمت إضافة الاشتراك,Abonnement ajouté
web_modal_edit_sub,Modal title,Edit Subscription,تعديل الاشتراك,Modifier l'abonnement
web_form_new_amount,Label,New Amount,المبلغ الجديد,Nouveau montant
web_sub_price_hint,Hint,Changing the amount will add a price history entry.,تغيير المبلغ سيضيف إدخالاً في تاريخ الأسعار.,Modifier le montant ajoutera une entrée dans l'historique des prix.
web_confirm_delete_sub,Dialog title,Delete Subscription,حذف الاشتراك,Supprimer l'abonnement
web_confirm_delete_sub_msg,Dialog content,This subscription will be permanently deleted.,سيتم حذف هذا الاشتراك نهائياً.,Cet abonnement sera supprimé définitivement.
# ──────────────────────────────────────────────
# WEB SPA — Reports
# ──────────────────────────────────────────────
web_reports_year,Label,Year,السنة,Année
web_reports_month,Label,Month,الشهر,Mois
web_reports_load,Button,Load,تحميل,Charger
web_reports_select_prompt,Prompt,Select a period and click Load.,اختر فترة واضغط تحميل.,Sélectionnez une période et cliquez sur Charger.
web_stat_income,Stat label,Income,دخل,Revenu
web_stat_expenses,Stat label,Expenses,مصاريف,Dépenses
web_stat_net,Stat label,Net,صافي,Net
web_stat_savings_rate,Stat label,Savings Rate,معدل الادخار,Taux d'épargne
web_stat_avg_daily,Stat label,Avg. Daily Spend,متوسط الإنفاق اليومي,Dépense quotidienne moy.
web_stat_transactions,Stat label,Transactions,المعاملات,Transactions
web_report_daily_cashflow,Section title,Daily Cashflow,التدفق النقدي اليومي,Flux de trésorerie quotidien
